,Unnamed: 0,education,industry,Payroll,Emp,year,sex,state,Average_pay
314,950,High School Gradute,Health Care and Social Assistance,73307614,8108,2007,Male,Oklahoma,9041.39
315,951,Some College,Health Care and Social Assistance,132820302,10810,2007,Male,Oklahoma,12286.8
316,952,Advanced Degree,Health Care and Social Assistance,276386777,10877,2007,Male,Oklahoma,25410.2
317,953,Unavalble,Health Care and Social Assistance,15576482,3866,2007,Male,Oklahoma,4029.1
318,954,All Education Categories,Health Care and Social Assistance,1051143246,152238,2007,Female,Oklahoma,6904.6
319,955,Less Than High School,Health Care and Social Assistance,54695342,11734,2007,Female,Oklahoma,4661.27
320,956,High School Gradute,Health Care and Social Assistance,211177224,36987,2007,Female,Oklahoma,5709.5
321,957,Some College,Health Care and Social Assistance,394694913,54918,2007,Female,Oklahoma,7186.99
322,958,Advanced Degree,Health Care and Social Assistance,320880539,30787,2007,Female,Oklahoma,10422.6
323,959,Unavalble,Health Care and Social Assistance,69695229,17813,2007,Female,Oklahoma,3912.6
324,972,All Education Categories,Accommodation and Food Services,186465196,49939,2007,Male,Oklahoma,3733.86
325,973,Less Than High School,Accommodation and Food Services,26126605,6522,2007,Male,Oklahoma,4005.92
326,974,High School Gradute,Accommodation and Food Services,45764007,10074,2007,Male,Oklahoma,4542.78
327,975,Some College,Accommodation and Food Services,40043305,7912,2007,Male,Oklahoma,5061.09
328,976,Advanced Degree,Accommodation and Food Services,21648544,3451,2007,Male,Oklahoma,6273.12
329,977,Unavalble,Accommodation and Food Services,52882735,21980,2007,Male,Oklahoma,2405.95
330,978,All Education Categories,Accommodation and Food Services,190117669,65394,2007,Female,Oklahoma,2907.26
331,979,Less Than High School,Accommodation and Food Services,24203422,7899,2007,Female,Oklahoma,3064.11
332,980,High School Gradute,Accommodation and Food Services,44613509,13174,2007,Female,Oklahoma,3386.48
333,981,Some College,Accommodation and Food Services,39907686,10913,2007,Female,Oklahoma,3656.89
334,982,Advanced Degree,Accommodation and Food Services,18230131,4360,2007,Female,Oklahoma,4181.22
335,983,Unavalble,Accommodation and Food Services,63162922,29047,2007,Female,Oklahoma,2174.51
336,1008,All Education Categories,00,8795380423,744859,2008,Male,Oklahoma,11808.11
337,1009,Less Than High School,00,717695677,85912,2008,Male,Oklahoma,8353.85
338,1010,High School Gradute,00,2227146992,210666,2008,Male,Oklahoma,10571.93
339,1011,Some College,00,2512716859,200293,2008,Male,Oklahoma,12545.21
340,1012,Advanced Degree,00,2794317065,137222,2008,Male,Oklahoma,20363.48
341,1013,Unavalble,00,543503830,110766,2008,Male,Oklahoma,4906.77
342,1014,All Education Categories,00,5199689273,740235,2008,Female,Oklahoma,7024.38
343,1015,Less Than High School,00,319127336,63712,2008,Female,Oklahoma,5008.9
344,1016,High School Gradute,00,1165820171,188830,2008,Female,Oklahoma,6173.91
345,1017,Some College,00,1680935710,223264,2008,Female,Oklahoma,7528.92
346,1018,Advanced Degree,00,1624513501,147980,2008,Female,Oklahoma,10977.93
347,1019,Unavalble,00,409292556,116449,2008,Female,Oklahoma,3514.78
348,1068,All Education Categories,Manufacturing,1418953441,115285,2008,Male,Oklahoma,12308.22
349,1069,Less Than High School,Manufacturing,149966852,15995,2008,Male,Oklahoma,9375.86
350,1070,High School Gradute,Manufacturing,451316102,39231,2008,Male,Oklahoma,11504.07
351,1071,Some College,Manufacturing,441560847,33441,2008,Male,Oklahoma,13204.18
352,1072,Advanced Degree,Manufacturing,296373427,15459,2008,Male,Oklahoma,19171.58
353,1073,Unavalble,Manufacturing,79736213,11159,2008,Male,Oklahoma,7145.46
354,1074,All Education Categories,Manufacturing,313610703,37885,2008,Female,Oklahoma,8277.96
355,1075,Less Than High School,Manufacturing,35108972,5456,2008,Female,Oklahoma,6434.93
356,1076,High School Gradute,Manufacturing,95601703,12433,2008,Female,Oklahoma,7689.35
357,1077,Some College,Manufacturing,99568024,11355,2008,Female,Oklahoma,8768.65
358,1078,Advanced Degree,Manufacturing,65433377,5313,2008,Female,Oklahoma,12315.71
359,1079,Unavalble,Manufacturing,17898626,3327,2008,Female,Oklahoma,5379.81
360,1092,All Education Categories,Retail Trade,617882190,79993,2008,Male,Oklahoma,7724.2
361,1093,Less Than High School,Retail Trade,59073920,8925,2008,Male,Oklahoma,6618.93
362,1094,High School Gradute,Retail Trade,184744017,22580,2008,Male,Oklahoma,8181.75
363,1095,Some College,Retail Trade,179870183,18702,2008,Male,Oklahoma,9617.7
364,1096,Advanced Degree,Retail Trade,118134373,8471,2008,Male,Oklahoma,13945.74
365,1097,Unavalble,Retail Trade,76059698,21316,2008,Male,Oklahoma,3568.2
366,1098,All Education Categories,Retail Trade,395209911,88084,2008,Female,Oklahoma,4486.74
367,1099,Less Than High School,Retail Trade,39965595,9488,2008,Female,Oklahoma,4212.23
368,1100,High School Gradute,Retail Trade,124066168,25957,2008,Female,Oklahoma,4779.68
369,1101,Some College,Retail Trade,109695325,20637,2008,Female,Oklahoma,5315.47
370,1102,Advanced Degree,Retail Trade,56969577,7972,2008,Female,Oklahoma,7146.21
371,1103,Unavalble,Retail Trade,64513247,24030,2008,Female,Oklahoma,2684.7
372,1128,All Education Categories,Finance and Insurance,365776532,17555,2008,Male,Oklahoma,20836.03
373,1129,Less Than High School,Finance and Insurance,8362086,851,2008,Male,Oklahoma,9826.19
374,1130,High School Gradute,Finance and Insurance,40203287,2997,2008,Male,Oklahoma,13414.51
375,1131,Some College,Finance and Insurance,77233197,4460,2008,Male,Oklahoma,17316.86
376,1132,Advanced Degree,Finance and Insurance,229917646,7459,2008,Male,Oklahoma,30824.19
377,1133,Unavalble,Finance and Insurance,10060315,1787,2008,Male,Oklahoma,5629.72
378,1134,All Education Categories,Finance and Insurance,375395035,39941,2008,Female,Oklahoma,9398.74
379,1135,Less Than High School,Finance and Insurance,11324151,1762,2008,Female,Oklahoma,6426.87
380,1136,High School Gradute,Finance and Insurance,70804624,9277,2008,Female,Oklahoma,7632.28
381,1137,Some College,Finance and Insurance,114129539,12454,2008,Female,Oklahoma,9164.09
382,1138,Advanced Degree,Finance and Insurance,152294639,11116,2008,Female,Oklahoma,13700.49
383,1139,Unavalble,Finance and Insurance,26842082,5332,2008,Female,Oklahoma,5034.15
384,1188,All Education Categories,Educational Services,468901676,46091,2008,Male,Oklahoma,10173.39
385,1189,Less Than High School,Educational Services,20875234,3086,2008,Male,Oklahoma,6764.5
386,1190,High School Gradute,Educational Services,83326955,10177,2008,Male,Oklahoma,8187.77
387,1191,Some College,Educational Services,119359011,12440,2008,Male,Oklahoma,9594.78
388,1192,Advanced Degree,Educational Services,236131681,17706,2008,Male,Oklahoma,13336.25
389,1193,Unavalble,Educational Services,9208796,2683,2008,Male,Oklahoma,3432.28
390,1194,All Education Categories,Educational Services,795800986,106379,2008,Female,Oklahoma,7480.81
391,1195,Less Than High School,Educational Services,25685089,5425,2008,Female,Oklahoma,4734.58
392,1196,High School Gradute,Educational Services,152888645,25338,2008,Female,Oklahoma,6033.97
393,1197,Some College,Educational Services,233628984,32612,2008,Female,Oklahoma,7163.9
394,1198,Advanced Degree,Educational Services,364323409,38146,2008,Female,Oklahoma,9550.76
395,1199,Unavalble,Educational Services,19274859,4858,2008,Female,Oklahoma,3967.65
396,1200,All Education Categories,Health Care and Social Assistance,574625220,38438,2008,Male,Oklahoma,14949.4
397,1201,Less Than High School,Health Care and Social Assistance,23677191,3336,2008,Male,Oklahoma,7097.48
398,1202,High School Gradute,Health Care and Social Assistance,82749446,8650,2008,Male,Oklahoma,9566.41
399,1203,Some College,Health Care and Social Assistance,146337553,11302,2008,Male,Oklahoma,12947.93
400,1204,Advanced Degree,Health Care and Social Assistance,305076146,11194,2008,Male,Oklahoma,27253.54
401,1205,Unavalble,Health Care and Social Assistance,16784884,3957,2008,Male,Oklahoma,4241.82
402,1206,All Education Categories,Health Care and Social Assistance,1162353749,158573,2008,Female,Oklahoma,7330.09
403,1207,Less Than High School,Health Care and Social Assistance,63959127,12674,2008,Female,Oklahoma,5046.48
404,1208,High School Gradute,Health Care and Social Assistance,236256173,38824,2008,Female,Oklahoma,6085.31
405,1209,Some College,Health Care and Social Assistance,435331205,56966,2008,Female,Oklahoma,7641.95
406,1210,Advanced Degree,Health Care and Social Assistance,350169877,31704,2008,Female,Oklahoma,11044.97
407,1211,Unavalble,Health Care and Social Assistance,76637369,18405,2008,Female,Oklahoma,4163.94
408,1224,All Education Categories,Accommodation and Food Services,206951523,52623,2008,Male,Oklahoma,3932.72
409,1225,Less Than High School,Accommodation and Food Services,29615375,6976,2008,Male,Oklahoma,4245.32
410,1226,High School Gradute,Accommodation and Food Services,50980226,10722,2008,Male,Oklahoma,4754.73
411,1227,Some College,Accommodation and Food Services,44198214,8395,2008,Male,Oklahoma,5264.83
412,1228,Advanced Degree,Accommodation and Food Services,23344592,3692,2008,Male,Oklahoma,6323.02
413,1229,Unavalble,Accommodation and Food Services,58813116,22839,2008,Male,Oklahoma,2575.12
414,1230,All Education Categories,Accommodation and Food Services,216341489,69119,2008,Female,Oklahoma,3129.99
415,1231,Less Than High School,Accommodation and Food Services,28310226,8586,2008,Female,Oklahoma,3297.25
416,1232,High School Gradute,Accommodation and Food Services,51104002,14164,2008,Female,Oklahoma,3608.02
417,1233,Some College,Accommodation and Food Services,46552778,11880,2008,Female,Oklahoma,3918.58
418,1234,Advanced Degree,Accommodation and Food Services,20873497,4738,2008,Female,Oklahoma,4405.55
419,1235,Unavalble,Accommodation and Food Services,69500987,29751,2008,Female,Oklahoma,2336.09
420,1260,All Education Categories,00,8247254002,736111,2009,Male,Oklahoma,11203.82
421,1261,Less Than High School,00,695390071,87069,2009,Male,Oklahoma,7986.66
422,1262,High School Gradute,00,2106537051,209643,2009,Male,Oklahoma,10048.21
423,1263,Some College,00,2371987183,199042,2009,Male,Oklahoma,11917.02
424,1264,Advanced Degree,00,2585600345,135761,2009,Male,Oklahoma,19045.24
425,1265,Unavalble,00,487739351,104596,2009,Male,Oklahoma,4663.08
426,1266,All Education Categories,00,5168814304,741752,2009,Female,Oklahoma,6968.39
427,1267,Less Than High School,00,332462534,65955,2009,Female,Oklahoma,5040.75
428,1268,High School Gradute,00,1171685382,189798,2009,Female,Oklahoma,6173.33
429,1269,Some College,00,1684651324,225166,2009,Female,Oklahoma,7481.82
430,1270,Advanced Degree,00,1590084741,148881,2009,Female,Oklahoma,10680.24
431,1271,Unavalble,00,389930325,111952,2009,Female,Oklahoma,3483.01
432,1320,All Education Categories,Manufacturing,1251510304,107045,2009,Male,Oklahoma,11691.44
433,1321,Less Than High School,Manufacturing,129647247,14752,2009,Male,Oklahoma,8788.45
434,1322,High School Gradute,Manufacturing,398201108,36853,2009,Male,Oklahoma,10805.12
435,1323,Some College,Manufacturing,390713708,31317,2009,Male,Oklahoma,12476.09
436,1324,Advanced Degree,Manufacturing,271067295,14497,2009,Male,Oklahoma,18698.16
437,1325,Unavalble,Manufacturing,61880946,9626,2009,Male,Oklahoma,6428.52
438,1326,All Education Categories,Manufacturing,272784405,34768,2009,Female,Oklahoma,7845.85
439,1327,Less Than High School,Manufacturing,29353574,4912,2009,Female,Oklahoma,5975.89
440,1328,High School Gradute,Manufacturing,82923674,11484,2009,Female,Oklahoma,7220.8
441,1329,Some College,Manufacturing,87951777,10549,2009,Female,Oklahoma,8337.45
442,1330,Advanced Degree,Manufacturing,58830228,4977,2009,Female,Oklahoma,11820.42
443,1331,Unavalble,Manufacturing,13725152,2847,2009,Female,Oklahoma,4820.92
444,1344,All Education Categories,Retail Trade,592397375,78906,2009,Male,Oklahoma,7507.63
445,1345,Less Than High School,Retail Trade,58649598,9048,2009,Male,Oklahoma,6482.05
446,1346,High School Gradute,Retail Trade,178996569,22326,2009,Male,Oklahoma,8017.4
447,1347,Some College,Retail Trade,173595569,18724,2009,Male,Oklahoma,9271.29
448,1348,Advanced Degree,Retail Trade,112822868,8535,2009,Male,Oklahoma,13218.85
449,1349,Unavalble,Retail Trade,68332772,20273,2009,Male,Oklahoma,3370.63
450,1350,All Education Categories,Retail Trade,383658039,86858,2009,Female,Oklahoma,4417.07
451,1351,Less Than High School,Retail Trade,40568392,9728,2009,Female,Oklahoma,4170.27
452,1352,High School Gradute,Retail Trade,121227484,25633,2009,Female,Oklahoma,4729.35
453,1353,Some College,Retail Trade,108729525,20824,2009,Female,Oklahoma,5221.36
454,1354,Advanced Degree,Retail Trade,55633960,8217,2009,Female,Oklahoma,6770.59
455,1355,Unavalble,Retail Trade,57498677,22455,2009,Female,Oklahoma,2560.62
456,1380,All Education Categories,Finance and Insurance,345761565,17874,2009,Male,Oklahoma,19344.39
457,1381,Less Than High School,Finance and Insurance,9482766,969,2009,Male,Oklahoma,9786.14
458,1382,High School Gradute,Finance and Insurance,41818632,3224,2009,Male,Oklahoma,12971.04
459,1383,Some College,Finance and Insurance,76660181,4625,2009,Male,Oklahoma,16575.17
460,1384,Advanced Degree,Finance and Insurance,208177294,7376,2009,Male,Oklahoma,28223.6
461,1385,Unavalble,Finance and Insurance,9622692,1680,2009,Male,Oklahoma,5727.79
462,1386,All Education Categories,Finance and Insurance,381742464,40604,2009,Female,Oklahoma,9401.6
463,1387,Less Than High School,Finance and Insurance,12971218,1949,2009,Female,Oklahoma,6655.32
464,1388,High School Gradute,Finance and Insurance,74228646,9538,2009,Female,Oklahoma,7782.41
465,1389,Some College,Finance and Insurance,117525580,12650,2009,Female,Oklahoma,9290.56
466,1390,Advanced Degree,Finance and Insurance,149724875,11032,2009,Female,Oklahoma,13571.87
467,1391,Unavalble,Finance and Insurance,27292143,5435,2009,Female,Oklahoma,5021.55
468,1440,All Education Categories,Educational Services,478168784,46380,2009,Male,Oklahoma,10309.81
469,1441,Less Than High School,Educational Services,22415743,3236,2009,Male,Oklahoma,6926.99
470,1442,High School Gradute,Educational Services,86841543,10463,2009,Male,Oklahoma,8299.87
471,1443,Some College,Educational Services,121811855,12637,2009,Male,Oklahoma,9639.3
472,1444,Advanced Degree,Educational Services,238264799,17556,2009,Male,Oklahoma,13571.7
473,1445,Unavalble,Educational Services,8834844,2487,2009,Male,Oklahoma,3552.41
474,1446,All Education Categories,Educational Services,821698870,108822,2009,Female,Oklahoma,7550.85
475,1447,Less Than High School,Educational Services,28946858,5935,2009,Female,Oklahoma,4877.31
476,1448,High School Gradute,Educational Services,159942695,26093,2009,Female,Oklahoma,6129.72
477,1449,Some College,Educational Services,243760764,33567,2009,Female,Oklahoma,7261.92
478,1450,Advanced Degree,Educational Services,369525717,38343,2009,Female,Oklahoma,9637.37
479,1451,Unavalble,Educational Services,19522836,4883,2009,Female,Oklahoma,3998.12
480,1452,All Education Categories,Health Care and Social Assistance,586985491,39138,2009,Male,Oklahoma,14997.84
481,1453,Less Than High School,Health Care and Social Assistance,25368165,3502,2009,Male,Oklahoma,7243.91
482,1454,High School Gradute,Health Care and Social Assistance,86055381,8988,2009,Male,Oklahoma,9574.47
483,1455,Some College,Health Care and Social Assistance,150515630,11540,2009,Male,Oklahoma,13042.95
484,1456,Advanced Degree,Health Care and Social Assistance,308801067,11335,2009,Male,Oklahoma,27243.15
485,1457,Unavalble,Health Care and Social Assistance,16245249,3773,2009,Male,Oklahoma,4305.66
486,1458,All Education Categories,Health Care and Social Assistance,1204886954,162804,2009,Female,Oklahoma,7400.84
487,1459,Less Than High School,Health Care and Social Assistance,69482678,13469,2009,Female,Oklahoma,5158.71
488,1460,High School Gradute,Health Care and Social Assistance,248117952,39990,2009,Female,Oklahoma,6204.5
489,1461,Some College,Health Care and Social Assistance,450115960,58407,2009,Female,Oklahoma,7706.54
490,1462,Advanced Degree,Health Care and Social Assistance,361490334,32682,2009,Female,Oklahoma,11060.84
491,1463,Unavalble,Health Care and Social Assistance,75680029,18256,2009,Female,Oklahoma,4145.49
492,1476,All Education Categories,Accommodation and Food Services,211555449,53919,2009,Male,Oklahoma,3923.58
493,1477,Less Than High School,Accommodation and Food Services,31175943,7332,2009,Male,Oklahoma,4252.04
494,1478,High School Gradute,Accommodation and Food Services,53094560,11304,2009,Male,Oklahoma,4696.97
495,1479,Some College,Accommodation and Food Services,45819132,8914,2009,Male,Oklahoma,5140.13
496,1480,Advanced Degree,Accommodation and Food Services,23537507,3913,2009,Male,Oklahoma,6015.21
497,1481,Unavalble,Accommodation and Food Services,57928307,22457,2009,Male,Oklahoma,2579.52
498,1482,All Education Categories,Accommodation and Food Services,220788709,69865,2009,Female,Oklahoma,3160.22
499,1483,Less Than High School,Accommodation and Food Services,29876693,8983,2009,Female,Oklahoma,3325.91
500,1484,High School Gradute,Accommodation and Food Services,52860612,14513,2009,Female,Oklahoma,3642.29
501,1485,Some College,Accommodation and Food Services,48413580,12375,2009,Female,Oklahoma,3912.21
502,1486,Advanced Degree,Accommodation and Food Services,21983676,5070,2009,Female,Oklahoma,4336.03
503,1487,Unavalble,Accommodation and Food Services,67654149,28924,2009,Female,Oklahoma,2339.03
504,1512,All Education Categories,00,7844742798,692330,2010,Male,Oklahoma,11330.93
505,1513,Less Than High School,00,661214061,82405,2010,Male,Oklahoma,8023.96
506,1514,High School Gradute,00,1989289722,197729,2010,Male,Oklahoma,10060.69
507,1515,Some College,00,2264106258,189636,2010,Male,Oklahoma,11939.22
508,1516,Advanced Degree,00,2521556081,131290,2010,Male,Oklahoma,19206.0
509,1517,Unavalble,00,408576676,91270,2010,Male,Oklahoma,4476.57
510,1518,All Education Categories,00,5025603969,714659,2010,Female,Oklahoma,7032.17
511,1519,Less Than High School,00,336116412,65334,2010,Female,Oklahoma,5144.59
512,1520,High School Gradute,00,1146128100,183828,2010,Female,Oklahoma,6234.79
513,1521,Some College,00,1637930801,218731,2010,Female,Oklahoma,7488.33
514,1522,Advanced Degree,00,1554983133,145264,2010,Female,Oklahoma,10704.53
515,1523,Unavalble,00,350445522,101503,2010,Female,Oklahoma,3452.56
516,1572,All Education Categories,Manufacturing,1066345309,90333,2010,Male,Oklahoma,11804.6
517,1573,Less Than High School,Manufacturing,113029718,12545,2010,Male,Oklahoma,9009.94
518,1574,High School Gradute,Manufacturing,343575863,31376,2010,Male,Oklahoma,10950.28
519,1575,Some College,Manufacturing,337812292,26956,2010,Male,Oklahoma,12531.99
520,1576,Advanced Degree,Manufacturing,227873007,12786,2010,Male,Oklahoma,17822.07
521,1577,Unavalble,Manufacturing,44054428,6670,2010,Male,Oklahoma,6604.86
522,1578,All Education Categories,Manufacturing,241480478,30091,2010,Female,Oklahoma,8025.01
523,1579,Less Than High School,Manufacturing,26854359,4320,2010,Female,Oklahoma,6216.29
524,1580,High School Gradute,Manufacturing,73618904,9941,2010,Female,Oklahoma,7405.58
525,1581,Some College,Manufacturing,78255776,9238,2010,Female,Oklahoma,8471.07
526,1582,Advanced Degree,Manufacturing,52269960,4447,2010,Female,Oklahoma,11753.98
527,1583,Unavalble,Manufacturing,10481478,2145,2010,Female,Oklahoma,4886.47
528,1596,All Education Categories,Retail Trade,584203998,79633,2010,Male,Oklahoma,7336.2
529,1597,Less Than High School,Retail Trade,59017750,9276,2010,Male,Oklahoma,6362.41
530,1598,High School Gradute,Retail Trade,175712296,22541,2010,Male,Oklahoma,7795.23
531,1599,Some College,Retail Trade,171373340,19130,2010,Male,Oklahoma,8958.36
532,1600,Advanced Degree,Retail Trade,111862019,8808,2010,Male,Oklahoma,12700.05
533,1601,Unavalble,Retail Trade,66238593,19878,2010,Male,Oklahoma,3332.26
534,1602,All Education Categories,Retail Trade,381169875,85433,2010,Female,Oklahoma,4461.62
535,1603,Less Than High School,Retail Trade,40838237,9698,2010,Female,Oklahoma,4211.0
536,1604,High School Gradute,Retail Trade,119180516,25115,2010,Female,Oklahoma,4745.39
537,1605,Some College,Retail Trade,108715590,20903,2010,Female,Oklahoma,5200.96
538,1606,Advanced Degree,Retail Trade,57876868,8534,2010,Female,Oklahoma,6781.92
539,1607,Unavalble,Retail Trade,54558663,21183,2010,Female,Oklahoma,2575.59
540,1632,All Education Categories,Finance and Insurance,352143061,17702,2010,Male,Oklahoma,19892.84
541,1633,Less Than High School,Finance and Insurance,10398565,1031,2010,Male,Oklahoma,10085.9
542,1634,High School Gradute,Finance and Insurance,43351492,3273,2010,Male,Oklahoma,13245.19
543,1635,Some College,Finance and Insurance,78441729,4619,2010,Male,Oklahoma,16982.41
544,1636,Advanced Degree,Finance and Insurance,211525953,7251,2010,Male,Oklahoma,29171.97
545,1637,Unavalble,Finance and Insurance,8425321,1530,2010,Male,Oklahoma,5506.75
546,1638,All Education Categories,Finance and Insurance,366754849,38958,2010,Female,Oklahoma,9414.11
547,1639,Less Than High School,Finance and Insurance,13398418,1999,2010,Female,Oklahoma,6702.56
548,1640,High School Gradute,Finance and Insurance,72364818,9243,2010,Female,Oklahoma,7829.15
549,1641,Some College,Finance and Insurance,113166804,12230,2010,Female,Oklahoma,9253.21
550,1642,Advanced Degree,Finance and Insurance,143880981,10669,2010,Female,Oklahoma,13485.89
551,1643,Unavalble,Finance and Insurance,23943827,4816,2010,Female,Oklahoma,4971.72
552,1692,All Education Categories,Educational Services,471462150,46036,2010,Male,Oklahoma,10241.16
553,1693,Less Than High School,Educational Services,23682396,3425,2010,Male,Oklahoma,6914.57
554,1694,High School Gradute,Educational Services,87670009,10586,2010,Male,Oklahoma,8281.69
555,1695,Some College,Educational Services,120837393,12518,2010,Male,Oklahoma,9653.09
556,1696,Advanced Degree,Educational Services,230268922,16761,2010,Male,Oklahoma,13738.38
557,1697,Unavalble,Educational Services,9003430,2746,2010,Male,Oklahoma,3278.74
558,1698,All Education Categories,Educational Services,812543745,107391,2010,Female,Oklahoma,7566.22
559,1699,Less Than High School,Educational Services,31643707,6297,2010,Female,Oklahoma,5025.2
560,1700,High School Gradute,Educational Services,161080599,25820,2010,Female,Oklahoma,6238.6
561,1701,Some College,Educational Services,243181133,33297,2010,Female,Oklahoma,7303.39
562,1702,Advanced Degree,Educational Services,357431559,37084,2010,Female,Oklahoma,9638.43
563,1703,Unavalble,Educational Services,19206747,4893,2010,Female,Oklahoma,3925.35
564,1704,All Education Categories,Health Care and Social Assistance,594930494,39848,2010,Male,Oklahoma,14930.0
565,1705,Less Than High School,Health Care and Social Assistance,28114476,3786,2010,Male,Oklahoma,7425.9
566,1706,High School Gradute,Health Care and Social Assistance,90034084,9423,2010,Male,Oklahoma,9554.72
567,1707,Some College,Health Care and Social Assistance,153370615,11710,2010,Male,Oklahoma,13097.41
568,1708,Advanced Degree,Health Care and Social Assistance,307672168,11179,2010,Male,Oklahoma,27522.33
569,1709,Unavalble,Health Care and Social Assistance,15739152,3750,2010,Male,Oklahoma,4197.11
570,1710,All Education Categories,Health Care and Social Assistance,1187828238,161125,2010,Female,Oklahoma,7372.09
571,1711,Less Than High School,Health Care and Social Assistance,74356328,13984,2010,Female,Oklahoma,5317.24
572,1712,High School Gradute,Health Care and Social Assistance,250544909,40121,2010,Female,Oklahoma,6244.73
573,1713,Some College,Health Care and Social Assistance,441474337,57481,2010,Female,Oklahoma,7680.35
574,1714,Advanced Degree,Health Care and Social Assistance,349144282,32153,2010,Female,Oklahoma,10858.84
575,1715,Unavalble,Health Care and Social Assistance,72308381,17385,2010,Female,Oklahoma,4159.24
576,1728,All Education Categories,Accommodation and Food Services,207605773,52965,2010,Male,Oklahoma,3919.68
577,1729,Less Than High School,Accommodation and Food Services,31265600,7533,2010,Male,Oklahoma,4150.48
578,1730,High School Gradute,Accommodation and Food Services,52713072,11555,2010,Male,Oklahoma,4561.93
579,1731,Some College,Accommodation and Food Services,45887937,9298,2010,Male,Oklahoma,4935.25
580,1732,Advanced Degree,Accommodation and Food Services,24327426,4213,2010,Male,Oklahoma,5774.37
581,1733,Unavalble,Accommodation and Food Services,53411738,20365,2010,Male,Oklahoma,2622.72
582,1734,All Education Categories,Accommodation and Food Services,213764247,66519,2010,Female,Oklahoma,3213.58
583,1735,Less Than High School,Accommodation and Food Services,29232439,8652,2010,Female,Oklahoma,3378.69
584,1736,High School Gradute,Accommodation and Food Services,51193862,14003,2010,Female,Oklahoma,3655.92
585,1737,Some College,Accommodation and Food Services,47357681,12162,2010,Female,Oklahoma,3893.91
586,1738,Advanced Degree,Accommodation and Food Services,22617840,5217,2010,Female,Oklahoma,4335.41
587,1739,Unavalble,Accommodation and Food Services,63362425,26485,2010,Female,Oklahoma,2392.39
588,1764,All Education Categories,00,8633392886,710547,2011,Male,Oklahoma,12150.35
589,1765,Less Than High School,00,754293946,86914,2011,Male,Oklahoma,8678.62
590,1766,High School Gradute,00,2212507412,203614,2011,Male,Oklahoma,10866.19
591,1767,Some College,00,2501631308,194510,2011,Male,Oklahoma,12861.2
592,1768,Advanced Degree,00,2725699978,133008,2011,Male,Oklahoma,20492.75
593,1769,Unavalble,00,439260242,92502,2011,Male,Oklahoma,4748.66
594,1770,All Education Categories,00,5178151233,711444,2011,Female,Oklahoma,7278.37
595,1771,Less Than High School,00,361053288,66719,2011,Female,Oklahoma,5411.55
596,1772,High School Gradute,00,1185849234,182772,2011,Female,Oklahoma,6488.13
597,1773,Some College,00,1684133637,217446,2011,Female,Oklahoma,7745.07
598,1774,Advanced Degree,00,1599093790,145047,2011,Female,Oklahoma,11024.66
599,1775,Unavalble,00,348021284,99460,2011,Female,Oklahoma,3499.11
600,1824,All Education Categories,Manufacturing,1246392086,94440,2011,Male,Oklahoma,13197.71
601,1825,Less Than High School,Manufacturing,132598971,13164,2011,Male,Oklahoma,10072.85
602,1826,High School Gradute,Manufacturing,401142874,32568,2011,Male,Oklahoma,12317.09
603,1827,Some College,Manufacturing,394365879,27945,2011,Male,Oklahoma,14112.22
604,1828,Advanced Degree,Manufacturing,264429959,13211,2011,Male,Oklahoma,20015.89
605,1829,Unavalble,Manufacturing,53854404,7553,2011,Male,Oklahoma,7130.2
606,1830,All Education Categories,Manufacturing,262962906,29779,2011,Female,Oklahoma,8830.48
607,1831,Less Than High School,Manufacturing,29073537,4293,2011,Female,Oklahoma,6772.31
608,1832,High School Gradute,Manufacturing,79077243,9712,2011,Female,Oklahoma,8142.22
609,1833,Some College,Manufacturing,85879092,9155,2011,Female,Oklahoma,9380.57
610,1834,Advanced Degree,Manufacturing,58298850,4520,2011,Female,Oklahoma,12897.98
611,1835,Unavalble,Manufacturing,10634183,2099,2011,Female,Oklahoma,5066.31
612,1848,All Education Categories,Retail Trade,613580147,80000,2011,Male,Oklahoma,7669.75
613,1849,Less Than High School,Retail Trade,63289860,9432,2011,Male,Oklahoma,6710.12
614,1850,High School Gradute,Retail Trade,183450703,22499,2011,Male,Oklahoma,8153.73
615,1851,Some College,Retail Trade,181198231,19263,2011,Male,Oklahoma,9406.54
616,1852,Advanced Degree,Retail Trade,117521292,9050,2011,Male,Oklahoma,12985.78
617,1853,Unavalble,Retail Trade,68120061,19757,2011,Male,Oklahoma,3447.89
618,1854,All Education Categories,Retail Trade,398533443,84724,2011,Female,Oklahoma,4703.9
619,1855,Less Than High School,Retail Trade,43511404,9594,2011,Female,Oklahoma,4535.27
620,1856,High School Gradute,Retail Trade,123851054,24402,2011,Female,Oklahoma,5075.45
621,1857,Some College,Retail Trade,114354621,20744,2011,Female,Oklahoma,5512.66
622,1858,Advanced Degree,Retail Trade,60707418,8768,2011,Female,Oklahoma,6923.75
623,1859,Unavalble,Retail Trade,56108946,21216,2011,Female,Oklahoma,2644.65
624,1884,All Education Categories,Finance and Insurance,365553671,17403,2011,Male,Oklahoma,21005.21
625,1885,Less Than High School,Finance and Insurance,11599460,1083,2011,Male,Oklahoma,10710.49
626,1886,High School Gradute,Finance and Insurance,46366091,3360,2011,Male,Oklahoma,13799.43
627,1887,Some College,Finance and Insurance,81517643,4567,2011,Male,Oklahoma,17849.28
628,1888,Advanced Degree,Finance and Insurance,217885918,6947,2011,Male,Oklahoma,31364.03
